DATATYPE	CNT	 TIME	 LPCX	 LPCY	 LPD	 LPS	 LPV	 RPCX	 RPCY	 RPD	 RPS	 RPV	 LEYEX	 LEYEY	 LEYEZ	 LPUPILD	 LPUPILV	 REYEX	 REYEY	 REYEZ	 RPUPILD	 RPUPILV	 BKID	 BKDUR	 BKPMIN	 USER	
SMP	126874	2018.91309	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126875	2018.92920	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126876	2018.94519	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126877	2018.96118	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126878	2018.97717	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126879	2018.99316	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126880	2019.00916	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126881	2019.02515	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126882	2019.04114	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126883	2019.05713	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126884	2019.07312	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126885	2019.08923	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126886	2019.10522	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126887	2019.12122	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126888	2019.13721	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126889	2019.15320	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126890	2019.16919	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126891	2019.18518	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126892	2019.20117	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126893	2019.21716	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126894	2019.23315	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126895	2019.24927	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126896	2019.26526	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126897	2019.28125	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126898	2019.29724	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126899	2019.31323	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126900	2019.32922	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
SMP	126901	2019.34521	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	CLIENT2_READY	
